#TYPE=EXTENDED
#OBSCODE=HRHA
#SOFTWARE=VPhot 3.1
#DELIM=,
#DATE=JD
#OBSTYPE=CCD
#NAME,DATE,MAG,MERR,FILT,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AMASS,GROUP,CHART,NOTES
M15-S154,2455478.64684,-0.984,0.342,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S726,2455478.64684,-1.558,0.013,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1977,2455478.64684,0.209,0.055,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1976,2455478.64684,0.078,0.020,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1975,2455478.64684,1.603,0.046,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S180,2455478.64684,-0.774,0.082,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S396,2455478.64684,0.152,0.066,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1526,2455478.64684,1.048,0.024,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S2189,2455478.64684,1.667,0.066,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S261,2455478.64684,-0.856,0.176,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S2186,2455478.64684,-0.273,0.047,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1338,2455478.64684,-0.590,0.111,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S507,2455478.64684,-0.138,0.053,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1334,2455478.64684,-1.327,0.063,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S393,2455478.64684,0.809,0.045,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1332,2455478.64684,-1.144,0.080,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S686,2455478.64684,1.388,0.029,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1827,2455478.64684,0.462,0.044,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S202,2455478.64684,-0.869,0.043,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S467,2455478.64684,0.734,0.141,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S705,2455478.64684,-1.084,0.008,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S675,2455478.64684,-0.729,0.007,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S708,2455478.64684,1.443,0.047,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S459,2455478.64684,-0.281,0.120,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1337,2455478.64684,-1.094,0.121,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S2070,2455478.64684,0.169,0.023,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1335,2455478.64684,-1.052,0.141,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S223,2455478.64684,-0.656,0.162,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1333,2455478.64684,-1.238,0.044,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S700,2455478.64684,-1.153,0.006,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-AC488,2455478.64684,-3.667,0.084,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-AC484,2455478.64684,-3.641,0.087,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S452,2455478.64684,0.332,0.048,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S1616,2455478.64684,1.303,0.042,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S215,2455478.64684,-1.486,0.113,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
M15-S490,2455478.64684,0.815,0.078,SG,NO,ABS,M15-S1747,-4.141,M15-S1783,-3.881,1.06895,0,110115,NGC7078 K28 Sloan G final 24 images
