#TYPE=EXTENDED
#OBSCODE=HRHA
#SOFTWARE=VPhot 3.1
#DELIM=,
#DATE=JD
#OBSTYPE=CCD
#NAME,DATE,MAG,MERR,FILT,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AMASS,GROUP,CHART,NOTES
M15-AC488,2455498.60009,-3.617,0.086,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-AC484,2455498.60009,-3.664,0.090,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S452,2455498.60009,0.257,0.048,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S1616,2455498.60009,1.383,0.036,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S215,2455498.60009,-1.582,0.103,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S490,2455498.60009,0.856,0.074,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S248,2455498.60009,-0.945,0.102,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S1566,2455498.60009,0.603,0.017,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S1564,2455498.60009,0.039,0.010,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S698,2455498.60009,-0.033,0.013,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S441,2455498.60009,-0.717,0.077,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S766,2455498.60009,-2.060,0.016,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S181,2455498.60009,-2.034,0.022,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S159,2455498.60009,-1.920,0.098,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S2198,2455498.60009,0.539,0.027,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S174,2455498.60009,-1.051,0.049,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S504,2455498.60009,0.349,0.081,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S198,2455498.60009,-0.863,0.043,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S464,2455498.60009,-0.307,0.037,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S1342,2455498.60009,-2.385,0.042,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-AC492,2455498.60009,-2.760,0.151,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
M15-S163,2455498.60009,-2.327,0.091,SG,NO,ABS,M15-S1747,-4.255,M15-S1783,-3.992,1.07129,0,110114,NGC7078 K28 Sloan G next 21 images
